Modelo	lmk_name	dst_euclidea	Metodo
DID2	Prn	6.9891852442249425	MVF-Net
DID2	TrL	10.05389062060073	MVF-Net
DID2	TrR	8.744306410200108	MVF-Net
DID2	Na	5.780460161555653	MVF-Net
DID2	AlL	3.27515538435195	MVF-Net
DID2	AlR	3.1393007258743886	MVF-Net
DID2	Ls	4.185109210361276	MVF-Net
DID2	St	8.010096241444323	MVF-Net
DID2	Li	9.618519503399494	MVF-Net
DID2	ExL	1.0659973809391416	MVF-Net
DID2	EnL	5.305231758855582	MVF-Net
DID2	EnR	3.9164794592748873	MVF-Net
DID2	ExR	1.9915160092831348	MVF-Net
DID2	MsoL	6.589381177971904	MVF-Net
DID2	MsoR	3.9148609690593266	MVF-Net
DID2	FtR	4.595846327396494	MVF-Net
DID2	FtL	3.999906624213529	MVF-Net
DID2	FzgyR	9.05032036952998	MVF-Net
DID2	FzgyL	13.278444555390015	MVF-Net
DID2	ChL	6.350269754845517	MVF-Net
DID2	OR	4.581634889890071	MVF-Net
DID2	OL	4.917649913623014	MVF-Net
DID2	ZygL	4.626195699899766	MVF-Net
DID2	Gl	5.5145399762993685	MVF-Net
DID2	ZygR	5.081592394413239	MVF-Net
DID18	TrL	3.9133469107301404	MVF-Net
DID18	Na	5.072344143985669	MVF-Net
DID18	Gl	6.96388474003025	MVF-Net
DID18	Ls	6.997072986104529	MVF-Net
DID18	ChL	7.753247040366997	MVF-Net
DID18	ExL	5.730465136360377	MVF-Net
DID18	FtL	4.670665841348549	MVF-Net
DID18	FtR	8.517704090403083	MVF-Net
DID18	GoR	12.091674241652008	MVF-Net
DID18	TrR	5.200579318753277	MVF-Net
DID18	Sbn	2.642473482969138	MVF-Net
DID18	St	4.395644304409869	MVF-Net
DID18	Sm	4.348375542558818	MVF-Net
DID18	Po	3.639842111673839	MVF-Net
DID18	Gn	5.532141811941961	MVF-Net
DID18	AlL	7.123193680904904	MVF-Net
DID18	AlR	2.4768090738415056	MVF-Net
DID18	EnR	2.722979333682638	MVF-Net
DID18	ExR	7.123403740840656	MVF-Net
DID18	FzgyR	6.108445052042149	MVF-Net
DID18	MsoL	5.460976317437908	MVF-Net
DID18	MsoR	5.04600345808826	MVF-Net
DID18	ZygR	4.930613712917335	MVF-Net
DID18	GoL	11.695182979175238	MVF-Net
DID18	OR	7.378422610314463	MVF-Net
DID18	Li	9.56006415767737	MVF-Net
DID18	Me	5.506000920059908	MVF-Net
DID18	FzgyL	8.561480901694168	MVF-Net
DID18	Prn	4.03790334806694	MVF-Net
DID18	EnL	5.527757324609547	MVF-Net
DID18	ZygL	4.344178140807776	MVF-Net
DID18	OL	6.796327300122302	MVF-Net
DID14	Sbn	6.444873544551446	MVF-Net
DID14	Na	7.806152540714619	MVF-Net
DID14	TrL	7.233032716267908	MVF-Net
DID14	TrR	12.985316814684687	MVF-Net
DID14	Gl	7.04654000021266	MVF-Net
DID14	Prn	8.436861847158061	MVF-Net
DID14	Ls	8.944943358202522	MVF-Net
DID14	St	2.5118379008424916	MVF-Net
DID14	Li	9.544573512156454	MVF-Net
DID14	Sm	8.95877505872051	MVF-Net
DID14	Me	10.034497125141861	MVF-Net
DID14	EnR	4.688345494684618	MVF-Net
DID14	ExR	6.745118066196021	MVF-Net
DID14	MsoL	4.077043971328738	MVF-Net
DID14	ZygR	3.239997603335454	MVF-Net
DID14	Po	12.993414856913288	MVF-Net
DID14	Gn	10.68395117433181	MVF-Net
DID14	ChL	12.993823875090433	MVF-Net
DID14	AlL	4.106074387973725	MVF-Net
DID14	AlR	5.1688580394753405	MVF-Net
DID14	EnL	5.391409906327429	MVF-Net
DID14	ExL	6.5823103277985435	MVF-Net
DID14	MsoR	6.978558280432263	MVF-Net
DID14	FzgyL	11.928014912268777	MVF-Net
DID14	FzgyR	3.881274690593389	MVF-Net
DID14	FtL	2.3365710805306086	MVF-Net
DID14	FtR	9.175713302411529	MVF-Net
DID14	ZygL	6.036919379720604	MVF-Net
DID14	GoL	7.698076638712721	MVF-Net
DID14	OL	9.668851628966001	MVF-Net
DID14	OR	8.528508354155386	MVF-Net
DID1	AlL	2.817407099241192	MVF-Net
DID1	Li	5.496127672679115	MVF-Net
DID1	ExL	2.7934664905226403	MVF-Net
DID1	EnL	2.5123973104160697	MVF-Net
DID1	TrL	6.216238619264972	MVF-Net
DID1	EnR	2.43811567319505	MVF-Net
DID1	Na	0.7119764618928166	MVF-Net
DID1	Sbn	3.1560421863896986	MVF-Net
DID1	ExR	11.919621044578653	MVF-Net
DID1	Prn	7.028012472017323	MVF-Net
DID1	MsoL	3.354961888870529	MVF-Net
DID1	FtL	0.8232306854353783	MVF-Net
DID1	FtR	6.185014656622754	MVF-Net
DID1	FzgyR	5.818689326943251	MVF-Net
DID1	ZygL	4.371595673398864	MVF-Net
DID1	AlR	4.405911781366561	MVF-Net
DID1	St	3.0597902732914206	MVF-Net
DID1	OL	10.82149549699981	MVF-Net
DID1	MsoR	6.691464742977478	MVF-Net
DID1	FzgyL	10.904162342186423	MVF-Net
DID1	ChL	6.408407964385945	MVF-Net
DID1	Gl	1.885134234683927	MVF-Net
DID6	Gl	4.2402315407944196	MVF-Net
DID6	TrL	3.691668841854459	MVF-Net
DID6	AlL	8.88487252263981	MVF-Net
DID6	Na	2.9434829269596516	MVF-Net
DID6	Prn	2.8516856788220117	MVF-Net
DID6	AlR	12.17610665669377	MVF-Net
DID6	EnL	5.692946583147839	MVF-Net
DID6	Sbn	1.9698996237522048	MVF-Net
DID6	Ls	8.181007450976278	MVF-Net
DID6	St	3.3763982929240104	MVF-Net
DID6	Li	9.209683539185512	MVF-Net
DID6	ChL	2.111523030329657	MVF-Net
DID6	ExL	7.052797026700711	MVF-Net
DID6	EnR	5.563932746379898	MVF-Net
DID6	ExR	9.770412415633347	MVF-Net
DID6	MsoL	7.450464694160539	MVF-Net
DID6	MsoR	6.844576931280681	MVF-Net
DID6	FtL	8.48053963755893	MVF-Net
DID6	FtR	4.378808093533085	MVF-Net
DID6	FzgyL	14.139995318513085	MVF-Net
DID6	FzgyR	6.92302658124519	MVF-Net
DID6	OL	6.319821947202902	MVF-Net
DID6	ZygL	4.435936513728293	MVF-Net
DID16	TrL	10.157225460547226	MVF-Net
DID16	Prn	9.616085374471691	MVF-Net
DID16	Ls	8.629217257746628	MVF-Net
DID16	Sm	4.684720623514199	MVF-Net
DID16	TrR	7.2831005333373255	MVF-Net
DID16	Na	3.996115630959338	MVF-Net
DID16	St	3.3581540076992504	MVF-Net
DID16	Sbn	9.832330257971533	MVF-Net
DID16	Gl	4.037665224750864	MVF-Net
DID16	Li	5.742369916536507	MVF-Net
DID16	Gn	6.10595899303301	MVF-Net
DID16	Po	5.259948198380968	MVF-Net
DID16	Me	8.049835438657478	MVF-Net
DID16	ChL	7.532155321748928	MVF-Net
DID16	AlL	5.955472370023532	MVF-Net
DID16	AlR	3.4247293170677824	MVF-Net
DID16	EnL	3.3248876222039327	MVF-Net
DID16	ExL	5.55723992522331	MVF-Net
DID16	EnR	2.8921293163194215	MVF-Net
DID16	ExR	4.668189164605006	MVF-Net
DID16	MsoL	3.25033992129155	MVF-Net
DID16	MsoR	5.352848325185059	MVF-Net
DID16	FzgyL	6.715612772917005	MVF-Net
DID16	FzgyR	9.972901414345342	MVF-Net
DID16	FtL	2.444292138054869	MVF-Net
DID16	FtR	11.160915785902088	MVF-Net
DID16	ZygL	2.78923748630552	MVF-Net
DID16	ZygR	4.185932465315571	MVF-Net
DID16	GoL	10.207901253808828	MVF-Net
DID16	GoR	9.373182251903698	MVF-Net
DID16	OR	6.004588592671395	MVF-Net
DID16	OL	8.404569950813679	MVF-Net
DID13	TrL	4.826310876913535	MVF-Net
DID13	Na	5.790293726331973	MVF-Net
DID13	Gl	4.4482172012830965	MVF-Net
DID13	Sbn	5.2906320567898515	MVF-Net
DID13	Prn	9.99821725596756	MVF-Net
DID13	Ls	7.029188420724043	MVF-Net
DID13	St	3.355342782768901	MVF-Net
DID13	Li	7.0849505022378265	MVF-Net
DID13	Sm	3.557325823088237	MVF-Net
DID13	Po	3.4767504028373386	MVF-Net
DID13	Me	3.0966157099188445	MVF-Net
DID13	Gn	3.1881533309109344	MVF-Net
DID13	ChL	6.944069222035655	MVF-Net
DID13	AlL	9.777568828682096	MVF-Net
DID13	AlR	10.216211551053256	MVF-Net
DID13	EnL	2.579451284900302	MVF-Net
DID13	ExL	2.4443530458558844	MVF-Net
DID13	EnR	3.5966381114021138	MVF-Net
DID13	ExR	7.079754560846346	MVF-Net
DID13	MsoL	3.5541435994838757	MVF-Net
DID13	MsoR	4.749963142862891	MVF-Net
DID13	FzgyL	8.3196053271426	MVF-Net
DID13	FzgyR	5.250538231754529	MVF-Net
DID13	FtL	4.259263911178513	MVF-Net
DID13	FtR	5.1444303816553685	MVF-Net
DID13	ZygL	3.7930474212450838	MVF-Net
DID13	GoL	6.697125466674069	MVF-Net
DID13	OL	4.010113215197051	MVF-Net
DID3	Po	6.153022454444482	MVF-Net
DID3	Me	5.132025649246935	MVF-Net
DID3	Gl	6.146285710913718	MVF-Net
DID3	TrL	3.105915732432161	MVF-Net
DID3	Na	6.052856049989086	MVF-Net
DID3	Ls	7.273692164100624	MVF-Net
DID3	St	4.399558644969396	MVF-Net
DID3	Li	8.530173957309135	MVF-Net
DID3	ChL	9.874477787900839	MVF-Net
DID3	Sbn	7.702584703472151	MVF-Net
DID3	Prn	11.77424437974786	MVF-Net
DID3	AlL	6.54146908328377	MVF-Net
DID3	AlR	4.066635511950943	MVF-Net
DID3	EnL	2.4416118787127297	MVF-Net
DID3	ExL	3.9913629715987966	MVF-Net
DID3	EnR	3.7656145008752224	MVF-Net
DID3	ExR	7.906377209033485	MVF-Net
DID3	FtL	9.352414302475147	MVF-Net
DID3	FtR	16.81976081304587	MVF-Net
DID3	FzgyR	10.59907527916885	MVF-Net
DID3	FzgyL	14.908781454897397	MVF-Net
DID3	ZygL	8.128046313427172	MVF-Net
DID3	OL	6.446215012019667	MVF-Net
DID3	MsoL	4.141691476241572	MVF-Net
DID3	MsoR	6.7867336893433805	MVF-Net
DID3	Sm	6.326376948280147	MVF-Net
DID3	Gn	5.459872651344821	MVF-Net
DID3	GoL	10.781449282181779	MVF-Net
DID4	Gl	6.111524557119839	MVF-Net
DID4	Gn	7.046056947369515	MVF-Net
DID4	Me	8.713948323997824	MVF-Net
DID4	Po	5.907625129975572	MVF-Net
DID4	EnL	4.107867226203025	MVF-Net
DID4	TrL	5.949925158412036	MVF-Net
DID4	TrR	10.004205895934694	MVF-Net
DID4	Na	4.784426502494009	MVF-Net
DID4	Sbn	6.110371159179917	MVF-Net
DID4	ExR	7.296624218908786	MVF-Net
DID4	Prn	6.6158869358922425	MVF-Net
DID4	Ls	6.044922157690504	MVF-Net
DID4	St	3.446660484655603	MVF-Net
DID4	Li	4.526111739657657	MVF-Net
DID4	ChL	4.220637750556422	MVF-Net
DID4	AlL	9.320525036531777	MVF-Net
DID4	AlR	5.211091425644022	MVF-Net
DID4	ExL	2.3367565624988305	MVF-Net
DID4	EnR	2.9474435502828586	MVF-Net
DID4	FtL	9.879148385446797	MVF-Net
DID4	FtR	13.34113966092501	MVF-Net
DID4	FzgyL	13.647765734881219	MVF-Net
DID4	FzgyR	13.066667563968748	MVF-Net
DID4	MsoL	7.036316044202315	MVF-Net
DID4	MsoR	3.475951919109815	MVF-Net
DID4	Sm	5.0515408287312376	MVF-Net
DID4	ZygL	6.2992931517150925	MVF-Net
DID4	ZygR	7.327593638053556	MVF-Net
DID4	GoL	4.144246289909965	MVF-Net
DID4	GoR	12.955618101354224	MVF-Net
DID9	TrL	2.1242837024498478	MVF-Net
DID9	Na	2.6778932646157823	MVF-Net
DID9	Gl	2.367582594434125	MVF-Net
DID9	Prn	6.394726325042657	MVF-Net
DID9	Sbn	7.149250286732664	MVF-Net
DID9	Ls	9.574893372618796	MVF-Net
DID9	Li	7.027877128910098	MVF-Net
DID9	St	1.4271866738767462	MVF-Net
DID9	Sm	3.124165410226221	MVF-Net
DID9	Po	6.30474023379936	MVF-Net
DID9	Gn	5.0816221520343525	MVF-Net
DID9	Me	9.215494169350102	MVF-Net
DID9	ChL	8.568488737913496	MVF-Net
DID9	AlL	6.5802218422103085	MVF-Net
DID9	AlR	8.393057010288912	MVF-Net
DID9	EnL	4.756616782334555	MVF-Net
DID9	ExL	6.687104393324627	MVF-Net
DID9	EnR	5.069685083574868	MVF-Net
DID9	ExR	9.416788951523177	MVF-Net
DID9	MsoL	3.332035271307515	MVF-Net
DID9	MsoR	4.751923769536964	MVF-Net
DID9	FzgyL	6.465168823518302	MVF-Net
DID9	FzgyR	2.2859987425539874	MVF-Net
DID9	FtL	1.5760092502516825	MVF-Net
DID9	ZygL	3.5684338846555677	MVF-Net
DID9	GoL	9.677295576567362	MVF-Net
DID9	OL	5.47602677102967	MVF-Net
DID9	FtR	4.789351443064256	MVF-Net
DID11	Na	4.077188465623923	MVF-Net
DID11	Gl	4.491358760838817	MVF-Net
DID11	TrL	10.560109544591878	MVF-Net
DID11	Prn	5.011156078035477	MVF-Net
DID11	Sbn	4.691962979422068	MVF-Net
DID11	Ls	7.840393377809264	MVF-Net
DID11	St	2.915150879130942	MVF-Net
DID11	Li	3.990115948343929	MVF-Net
DID11	Sm	2.0234761040027	MVF-Net
DID11	ChL	6.555334432576484	MVF-Net
DID11	AlL	4.1960485556232685	MVF-Net
DID11	MsoR	7.638742766812903	MVF-Net
DID11	FzgyL	4.832847454039099	MVF-Net
DID11	FtL	8.544206640814789	MVF-Net
DID11	Po	5.2244573480516	MVF-Net
DID11	Gn	4.916595201118135	MVF-Net
DID11	ExL	2.7112213729397627	MVF-Net
DID11	EnR	1.6328855909172633	MVF-Net
DID11	ZygL	4.44642323113707	MVF-Net
DID11	Me	4.8115027899609135	MVF-Net
DID11	ExR	9.225241773782235	MVF-Net
DID11	AlR	2.1606864128435244	MVF-Net
DID11	FzgyR	4.77945052628938	MVF-Net
DID11	FtR	12.871756284667919	MVF-Net
DID11	EnL	2.5317117085464336	MVF-Net
DID11	GoL	16.73294850539135	MVF-Net
DID11	MsoL	2.2463276904403715	MVF-Net
DID12	Gl	1.3387089762282907	MVF-Net
DID12	Li	5.063760327071397	MVF-Net
DID12	AlL	3.6249969593142186	MVF-Net
DID12	ExR	7.206278583371901	MVF-Net
DID12	MsoL	4.325515312692371	MVF-Net
DID12	FtL	4.809961643697319	MVF-Net
DID12	Prn	8.26232015443078	MVF-Net
DID12	Sbn	10.701414241406153	MVF-Net
DID12	Ls	9.1884573194768	MVF-Net
DID12	Me	0.5203569097341985	MVF-Net
DID12	MsoR	5.858659014544983	MVF-Net
DID12	FzgyL	0.8398351847919547	MVF-Net
DID12	Gn	2.0972293565755287	MVF-Net
DID12	EnR	0.8498219645152644	MVF-Net
DID12	OL	12.499038249543617	MVF-Net
DID12	TrL	5.0479953065096	MVF-Net
DID12	Na	2.253241897117234	MVF-Net
DID12	St	2.698535111236979	MVF-Net
DID12	EnL	3.6999498244003113	MVF-Net
DID12	ExL	4.933537616478027	MVF-Net
DID12	GoL	1.2458263627218755	MVF-Net
DID12	Sm	1.7058529459546725	MVF-Net
DID12	Po	3.252894811991167	MVF-Net
DID12	AlR	3.09104753138615	MVF-Net
DID12	FtR	4.21353475986834	MVF-Net
DID12	ZygL	8.642186166918327	MVF-Net
DID12	FzgyR	8.337033625551403	MVF-Net
DID17	Sm	3.6645821684401887	MVF-Net
DID17	Po	8.077657345975517	MVF-Net
DID17	Gn	7.7689534735523065	MVF-Net
DID17	Me	8.005589019614545	MVF-Net
DID17	TrL	2.4820750508752836	MVF-Net
DID17	Na	3.66589881917659	MVF-Net
DID17	Gl	3.433834879979927	MVF-Net
DID17	Prn	7.268204897375696	MVF-Net
DID17	Sbn	7.643884033273167	MVF-Net
DID17	Li	6.651209107104266	MVF-Net
DID17	Ls	10.835835996519293	MVF-Net
DID17	ChL	12.522375603418622	MVF-Net
DID17	AlL	4.6002635284008555	MVF-Net
DID17	AlR	6.372352970992445	MVF-Net
DID17	EnL	3.4961309919961376	MVF-Net
DID17	EnR	3.071392009855795	MVF-Net
DID17	ExL	7.589805396337978	MVF-Net
DID17	ExR	7.610457381024335	MVF-Net
DID17	MsoL	5.488507037089565	MVF-Net
DID17	MsoR	5.818654562970498	MVF-Net
DID17	ZygL	5.067639981508181	MVF-Net
DID17	OL	6.014966388538219	MVF-Net
DID17	FzgyL	10.652046943067239	MVF-Net
DID17	FzgyR	6.663520057638934	MVF-Net
DID17	FtR	7.240175690299702	MVF-Net
DID17	GoL	9.16889247783144	MVF-Net
DID17	FtL	2.5224198916966687	MVF-Net
DID17	St	2.39527872885866	MVF-Net
