Modelo	lmk_name	dst_euclidea	Metodo
DID15	ZygR	9.860364116582138	DECA
DID15	GoR	21.263493184346412	DECA
DID15	GoL	16.7780459108172	DECA
DID15	OR	5.27161538765582	DECA
DID15	OL	8.03909478925289	DECA
DID2	Sbn	8.28297616109455	DECA
DID2	Prn	6.764670392499648	DECA
DID2	TrL	8.612832057701025	DECA
DID2	TrR	5.383624480597291	DECA
DID2	Na	3.6209462578823888	DECA
DID2	AlL	5.320757945536619	DECA
DID2	AlR	5.411632373910217	DECA
DID2	Ls	9.525424852150786	DECA
DID2	St	7.8445351688073055	DECA
DID2	Li	5.442223638093152	DECA
DID2	ExL	5.744143306906827	DECA
DID2	EnL	3.407857274218601	DECA
DID2	EnR	2.9870077781944286	DECA
DID2	ExR	5.235223512442921	DECA
DID2	MsoL	5.839483835807059	DECA
DID2	MsoR	7.624874351960159	DECA
DID2	FtR	4.845825139679928	DECA
DID2	FtL	5.691795244571734	DECA
DID2	FzgyR	5.698854284626854	DECA
DID2	FzgyL	13.893203096375968	DECA
DID2	ChR	6.517538166613938	DECA
DID2	ChL	6.355571967447579	DECA
DID2	OR	9.371405311029381	DECA
DID2	OL	3.836852563096485	DECA
DID2	ZygL	3.9040482939644865	DECA
DID2	Gl	2.0201038923708765	DECA
DID2	ZygR	8.458216386202944	DECA
DID18	TrL	9.407259292090194	DECA
DID18	Na	4.629441202858065	DECA
DID18	Gl	5.172137403586783	DECA
DID18	Ls	6.986661332764726	DECA
DID18	ChL	6.935154354724567	DECA
DID18	ChR	9.259846897685957	DECA
DID18	ExL	9.080853719307246	DECA
DID18	FtL	9.548353152814775	DECA
DID18	FtR	8.941252609565511	DECA
DID18	GoR	15.555656964404433	DECA
DID18	TrR	6.571466402919581	DECA
DID18	Sbn	1.936126249399297	DECA
DID18	St	7.315629639559892	DECA
DID18	Sm	6.088189385780035	DECA
DID18	Po	15.908063869663028	DECA
DID18	Gn	8.211699841826936	DECA
DID18	AlL	10.018903584209028	DECA
DID18	AlR	6.507678156534282	DECA
DID18	EnR	11.454357124733356	DECA
DID18	ExR	12.76978669578303	DECA
DID18	FzgyR	2.5953555847668857	DECA
DID18	MsoL	7.622473318232189	DECA
DID18	MsoR	8.193012283918273	DECA
DID18	ZygR	7.945123713241129	DECA
DID18	GoL	16.604936983580338	DECA
DID18	OR	8.964616139967191	DECA
DID18	Li	4.919724898558709	DECA
DID18	Me	5.669190691747955	DECA
DID18	FzgyL	9.326391023439493	DECA
DID18	Prn	3.1561935635949565	DECA
DID18	EnL	11.892222847011805	DECA
DID18	ZygL	5.891750463975765	DECA
DID18	OL	9.247922249896213	DECA
DID14	Sbn	5.062606551482799	DECA
DID14	Na	6.670509875374018	DECA
DID14	Gl	8.51208809638541	DECA
DID14	Prn	8.914834150526737	DECA
DID14	Ls	5.771523657743598	DECA
DID14	St	2.5015146620782778	DECA
DID14	Li	9.650132743445052	DECA
DID14	Sm	10.166168850918941	DECA
DID14	Me	12.86456522559642	DECA
DID14	EnR	2.5185091372359523	DECA
DID14	ExR	5.035545636413779	DECA
DID14	MsoL	6.101051172589387	DECA
DID14	ZygR	7.358912485821939	DECA
DID14	Po	11.433959905853802	DECA
DID14	Gn	12.473910221328607	DECA
DID14	ChL	10.84384276629673	DECA
DID14	ChR	10.164561379486942	DECA
DID14	AlL	4.675071097318791	DECA
DID14	AlR	4.789172442201745	DECA
DID14	EnL	4.146609219530307	DECA
DID14	ExL	5.975933926228275	DECA
DID14	MsoR	7.505511657405028	DECA
DID14	FzgyL	14.15142043057487	DECA
DID14	FzgyR	3.966228692123291	DECA
DID14	FtL	4.368929429250013	DECA
DID14	FtR	6.937589500617093	DECA
DID14	ZygL	7.371500804542762	DECA
DID14	GoL	11.035730277738548	DECA
DID14	OL	9.333510987708307	DECA
DID14	OR	5.870283013962174	DECA
DID1	AlL	2.4534530397851113	DECA
DID1	Li	12.445669338738371	DECA
DID1	ExL	11.791541130371327	DECA
DID1	EnL	12.07062580812905	DECA
DID1	TrL	9.19047554191265	DECA
DID1	TrR	8.778978458120674	DECA
DID1	EnR	9.327938226668238	DECA
DID1	Na	9.93911309084134	DECA
DID1	Sbn	3.2719213900516855	DECA
DID1	ExR	12.016675481645477	DECA
DID1	Prn	6.575203475614104	DECA
DID1	MsoL	13.326394802256903	DECA
DID1	FtL	6.840329876935423	DECA
DID1	FtR	7.587985355916725	DECA
DID1	FzgyR	7.66354130540891	DECA
DID1	ChR	12.444026388415079	DECA
DID1	ZygL	8.99338908902536	DECA
DID1	ZygR	4.094296095404117	DECA
DID1	AlR	6.941201175862339	DECA
DID1	St	12.306434405796495	DECA
DID1	OR	8.474001476686686	DECA
DID1	OL	13.29708390961183	DECA
DID1	MsoR	14.914531285906355	DECA
DID1	FzgyL	10.920723067415182	DECA
DID1	ChL	12.706344126841149	DECA
DID1	Gl	7.0636557422400115	DECA
DID6	Gl	3.101084524165706	DECA
DID6	AlL	5.840214274651527	DECA
DID6	Na	4.53499932752101	DECA
DID6	Prn	6.364590377151314	DECA
DID6	AlR	12.466636623123966	DECA
DID6	EnL	9.063951390039676	DECA
DID6	Sbn	6.617786227552471	DECA
DID6	ExL	9.264655746461335	DECA
DID6	EnR	8.801678917821032	DECA
DID6	ExR	13.788516897911517	DECA
DID6	MsoL	3.664837714134048	DECA
DID6	MsoR	7.286452260221254	DECA
DID6	FtL	5.19688143127005	DECA
DID6	FtR	4.854022084841734	DECA
DID6	FzgyL	11.757248518378868	DECA
DID6	FzgyR	8.90841231810285	DECA
DID6	OR	7.676429713050546	DECA
DID6	OL	7.268634944776957	DECA
DID6	ZygL	3.166278782052315	DECA
DID6	ZygR	4.393006537341064	DECA
DID16	TrL	10.985974944588472	DECA
DID16	Prn	9.338109474803588	DECA
DID16	Ls	10.382333499739936	DECA
DID16	Sm	4.078804465314686	DECA
DID16	TrR	10.198176152767745	DECA
DID16	Na	2.0210207841785386	DECA
DID16	St	8.998748074536518	DECA
DID16	Sbn	8.163983620323691	DECA
DID16	Gl	1.6680478494710655	DECA
DID16	Li	3.591293403206786	DECA
DID16	Gn	4.194040881241989	DECA
DID16	Po	3.445218561087468	DECA
DID16	Me	3.87061549738096	DECA
DID16	ChL	4.5956396581158	DECA
DID16	ChR	3.887934399264071	DECA
DID16	AlL	7.04440497492996	DECA
DID16	AlR	7.078516751826346	DECA
DID16	EnL	3.7066934031288628	DECA
DID16	ExL	5.796145739689563	DECA
DID16	EnR	3.9968504762116415	DECA
DID16	ExR	7.156252829895288	DECA
DID16	MsoL	4.821841353827019	DECA
DID16	MsoR	6.2153341157111015	DECA
DID16	FzgyL	7.886421145650077	DECA
DID16	FzgyR	9.961017109246045	DECA
DID16	FtL	4.317055241777562	DECA
DID16	FtR	10.5069003984607	DECA
DID16	ZygL	7.083556579205157	DECA
DID16	ZygR	6.852066920385826	DECA
DID16	GoL	7.195387570730404	DECA
DID16	GoR	5.394279353983252	DECA
DID16	OR	4.275566055334706	DECA
DID16	OL	2.6243248127895398	DECA
DID13	Na	1.1625424266985986	DECA
DID13	Gl	2.3170976557626264	DECA
DID13	Sbn	0.9418250313187309	DECA
DID13	Prn	8.254826449788137	DECA
DID13	Ls	3.7183930940604	DECA
DID13	St	2.0346996341075956	DECA
DID13	Li	2.5308530310786486	DECA
DID13	Sm	4.294719941495872	DECA
DID13	Po	5.4159926005889485	DECA
DID13	Me	7.269963652090265	DECA
DID13	Gn	5.772386608359751	DECA
DID13	ChL	6.139617920074097	DECA
DID13	ChR	6.062357592957739	DECA
DID13	AlL	11.315749222179564	DECA
DID13	AlR	14.089243667888123	DECA
DID13	EnL	5.02157264024976	DECA
DID13	ExL	5.78029056065312	DECA
DID13	EnR	4.615012697719387	DECA
DID13	ExR	11.261461272210179	DECA
DID13	MsoL	4.85291993173913	DECA
DID13	MsoR	8.09569436483409	DECA
DID13	FzgyL	8.694918996864097	DECA
DID13	FzgyR	3.569767068539279	DECA
DID13	FtL	5.587632976983571	DECA
DID13	FtR	1.4476435323314696	DECA
DID13	ZygL	3.8050770069611195	DECA
DID13	ZygR	10.343067754443327	DECA
DID13	GoR	10.038569368537171	DECA
DID13	GoL	8.828321164313088	DECA
DID13	OR	3.7032231745032567	DECA
DID13	OL	0.5479335621292389	DECA
DID3	Po	4.011026860550287	DECA
DID3	Me	2.293816362542208	DECA
DID3	Gl	3.3140969334246018	DECA
DID3	TrL	6.830462670891104	DECA
DID3	TrR	4.841044153768365	DECA
DID3	Na	2.3414410385386635	DECA
DID3	Ls	9.058831803337162	DECA
DID3	St	3.0296526180042007	DECA
DID3	Li	5.833913313494194	DECA
DID3	ChL	4.9123987693007445	DECA
DID3	ChR	2.5257586692436576	DECA
DID3	Sbn	4.344226855019396	DECA
DID3	Prn	11.15586127117206	DECA
DID3	AlL	6.686303434201451	DECA
DID3	AlR	7.0579932279759925	DECA
DID3	EnL	2.9856247367227198	DECA
DID3	ExL	3.0254149440370806	DECA
DID3	EnR	0.7327523736280618	DECA
DID3	ExR	3.9866513739653158	DECA
DID3	FtL	12.053900866937546	DECA
DID3	FtR	17.27345077667873	DECA
DID3	FzgyR	12.452632203378618	DECA
DID3	FzgyL	16.015098487271576	DECA
DID3	ZygL	9.975441382584089	DECA
DID3	ZygR	4.030762304275829	DECA
DID3	OR	2.9862955965076114	DECA
DID3	OL	3.032595760539032	DECA
DID3	MsoL	1.989123585066515	DECA
DID3	MsoR	3.8856130443091867	DECA
DID3	Sm	3.3682162112799974	DECA
DID3	Gn	2.681506225311039	DECA
DID3	GoL	15.875130530502632	DECA
DID3	GoR	6.186656933156051	DECA
DID4	Gl	3.451068274674525	DECA
DID4	Gn	5.46516645551809	DECA
DID4	Me	7.198627849142185	DECA
DID4	Po	7.119880181501291	DECA
DID4	EnL	5.582088218914234	DECA
DID4	TrL	10.584885917977845	DECA
DID4	TrR	0.8869824922884504	DECA
DID4	Na	1.5863693493003148	DECA
DID4	Sbn	1.7677042846488091	DECA
DID4	ExR	5.750561489077688	DECA
DID4	Prn	5.292785612097366	DECA
DID4	Ls	1.9492077662968443	DECA
DID4	St	3.389302536201541	DECA
DID4	Li	3.7878827183305352	DECA
DID4	ChL	3.272901087354775	DECA
DID4	ChR	5.265225289312933	DECA
DID4	AlL	8.284200879614541	DECA
DID4	AlR	6.769698817245513	DECA
DID4	ExL	5.649875566873605	DECA
DID4	EnR	7.108840880996566	DECA
DID4	FtL	10.437460752293834	DECA
DID4	FtR	11.939957380364614	DECA
DID4	FzgyL	13.423166154260295	DECA
DID4	FzgyR	11.683248925897523	DECA
DID4	MsoL	4.772667021136691	DECA
DID4	MsoR	5.532458752271595	DECA
DID4	Sm	4.247629656704406	DECA
DID4	ZygL	4.910736995146775	DECA
DID4	ZygR	3.994488833568815	DECA
DID4	GoL	10.25172050660082	DECA
DID4	GoR	16.172351756153873	DECA
DID9	TrL	8.188726819809276	DECA
DID9	TrR	3.255331242039018	DECA
DID9	Na	5.046940156032321	DECA
DID9	Gl	3.599778586898113	DECA
DID9	Prn	4.177110915647256	DECA
DID9	Sbn	1.8749979282185198	DECA
DID9	Ls	8.655883167018386	DECA
DID9	Li	4.809600087181742	DECA
DID9	St	5.902470117038294	DECA
DID9	Sm	6.798770817536918	DECA
DID9	Po	7.790036928477728	DECA
DID9	Gn	5.275895122128148	DECA
DID9	Me	5.4315585202584415	DECA
DID9	ChL	3.869579563537176	DECA
DID9	ChR	3.282118961262778	DECA
DID9	AlL	6.709416976491413	DECA
DID9	AlR	8.776453714095487	DECA
DID9	EnL	10.355787579926407	DECA
DID9	ExL	10.710057603980408	DECA
DID9	EnR	10.36814268590947	DECA
DID9	ExR	10.154275507023648	DECA
DID9	MsoL	5.115314625277215	DECA
DID9	MsoR	3.1408517042585116	DECA
DID9	FzgyL	5.405432571831932	DECA
DID9	FzgyR	5.000980677922532	DECA
DID9	FtL	3.2007307742513116	DECA
DID9	ZygL	4.068377736255963	DECA
DID9	GoL	17.400895169621634	DECA
DID9	GoR	15.25680290952824	DECA
DID9	ZygR	4.423928606732969	DECA
DID9	OL	13.904234988670172	DECA
DID9	FtR	3.637424946670955	DECA
DID9	OR	3.991263668085683	DECA
DID11	Na	2.1885947424730925	DECA
DID11	Gl	4.029065659805497	DECA
DID11	TrR	18.99586620317695	DECA
DID11	TrL	14.721726344926074	DECA
DID11	Prn	6.5262945910012125	DECA
DID11	Sbn	7.2442974260083	DECA
DID11	Ls	6.116705681079366	DECA
DID11	St	6.810701092508039	DECA
DID11	Li	7.5094928942984405	DECA
DID11	Sm	5.493142752328757	DECA
DID11	ChL	5.879562730008986	DECA
DID11	AlL	4.779770244056904	DECA
DID11	MsoR	4.4602978647369165	DECA
DID11	FzgyL	6.272370713919669	DECA
DID11	FtL	7.862450377776582	DECA
DID11	GoR	24.885875926463786	DECA
DID11	Po	7.280336181099792	DECA
DID11	Gn	7.096194845392558	DECA
DID11	ExL	3.094972681481358	DECA
DID11	EnR	2.7646018494591464	DECA
DID11	ZygL	6.272903571914029	DECA
DID11	Me	7.648361654379986	DECA
DID11	ExR	3.6475244874374155	DECA
DID11	ZygR	4.5102493469829	DECA
DID11	ChR	5.51454461041852	DECA
DID11	AlR	1.789226745803379	DECA
DID11	FzgyR	2.928485051843318	DECA
DID11	FtR	10.128522009822479	DECA
DID11	EnL	1.9305509479602714	DECA
DID11	GoL	18.858720700330768	DECA
DID11	MsoL	3.5262490448959523	DECA
DID12	Gl	3.6786612453292102	DECA
DID12	Li	8.024368811226873	DECA
DID12	AlL	5.20498695017748	DECA
DID12	ExR	8.553213048406606	DECA
DID12	MsoL	6.817344278734277	DECA
DID12	FtL	6.026678384256804	DECA
DID12	GoR	8.654362655282876	DECA
DID12	Prn	6.007870271834729	DECA
DID12	Sbn	6.591534128395099	DECA
DID12	Ls	8.532591695257818	DECA
DID12	Me	3.6862319015791374	DECA
DID12	ChL	7.345355336257036	DECA
DID12	MsoR	7.699922027592099	DECA
DID12	FzgyL	2.3286319684373056	DECA
DID12	OR	5.350190912319176	DECA
DID12	TrR	3.723691538445667	DECA
DID12	Gn	2.263229062694529	DECA
DID12	EnR	5.772405387844012	DECA
DID12	OL	10.490647585119506	DECA
DID12	TrL	6.112812662932624	DECA
DID12	Na	3.147901750825632	DECA
DID12	St	5.867649120415981	DECA
DID12	EnL	6.89262141988913	DECA
DID12	ExL	5.6349589406609475	DECA
DID12	GoL	5.979817986181354	DECA
DID12	Sm	1.8904360796867128	DECA
DID12	Po	1.4601991276260085	DECA
DID12	AlR	4.1102862124916415	DECA
DID12	FtR	6.065242519726162	DECA
DID12	ZygL	7.987802110197843	DECA
DID12	ChR	3.1375524969404323	DECA
DID12	FzgyR	8.19153939378747	DECA
DID12	ZygR	9.519804672237434	DECA
DID17	Sm	3.133281427509399	DECA
DID17	Po	5.8751915722652885	DECA
DID17	TrR	3.7396507616510637	DECA
DID17	Gn	4.039815242335081	DECA
DID17	Me	3.6770525604115814	DECA
DID17	TrL	4.584152904953273	DECA
DID17	Na	6.117961018108723	DECA
DID17	Gl	3.515462441315236	DECA
DID17	Prn	3.5439340954188006	DECA
DID17	Sbn	3.2254329903646757	DECA
DID17	Li	3.3454367017551414	DECA
DID17	Ls	8.770947368838353	DECA
DID17	ChR	7.753568150846611	DECA
DID17	ChL	6.19699314431069	DECA
DID17	AlL	4.2175078650095426	DECA
DID17	AlR	4.179163392399826	DECA
DID17	EnL	5.866506680716612	DECA
DID17	EnR	6.9751792644652975	DECA
DID17	ExL	8.15088221823584	DECA
DID17	ExR	8.215909441053013	DECA
DID17	MsoL	5.5745846382981705	DECA
DID17	MsoR	7.738494116148227	DECA
DID17	ZygL	7.434432421380943	DECA
DID17	GoR	17.390469574013576	DECA
DID17	OL	6.81666182014331	DECA
DID17	FzgyL	8.125930566883316	DECA
DID17	FzgyR	10.736989605274653	DECA
DID17	FtR	0.8991536709342776	DECA
DID17	ZygR	8.730521528491106	DECA
DID17	GoL	16.314402316173744	DECA
DID17	OR	5.50273403488477	DECA
DID17	FtL	4.509633544003195	DECA
DID17	St	4.51659912356272	DECA
